user_id,name,current_position,target_position,competency,current_level,required_level,signed_gap,unmet_gap,gap_status,recommendation,readiness,provenance
USR-015,Reyansh Demo,Statistical Officer: Reproducible Statistical Programming,Statistical Capability Lead: Reproducible Statistical Programming,Collaboration,3,4,1,1,MEDIUM,NO_VERIFIED_COURSE,CRITICAL_GAPS,DERIVED
USR-015,Reyansh Demo,Statistical Officer: Reproducible Statistical Programming,Statistical Capability Lead: Reproducible Statistical Programming,Strategic Thinking,3,4,1,1,MEDIUM,NO_VERIFIED_COURSE,CRITICAL_GAPS,DERIVED
USR-015,Reyansh Demo,Statistical Officer: Reproducible Statistical Programming,Statistical Capability Lead: Reproducible Statistical Programming,Python,2,4,2,2,HIGH,NO_VERIFIED_COURSE,CRITICAL_GAPS,DERIVED
USR-015,Reyansh Demo,Statistical Officer: Reproducible Statistical Programming,Statistical Capability Lead: Reproducible Statistical Programming,R,3,3,0,0,NO_GAP,NOT_NEEDED,CRITICAL_GAPS,DERIVED
USR-015,Reyansh Demo,Statistical Officer: Reproducible Statistical Programming,Statistical Capability Lead: Reproducible Statistical Programming,SQL,3,4,1,1,MEDIUM,NO_VERIFIED_COURSE,CRITICAL_GAPS,DERIVED
USR-015,Reyansh Demo,Statistical Officer: Reproducible Statistical Programming,Statistical Capability Lead: Reproducible Statistical Programming,Data Visualization,2,4,2,2,HIGH,NO_VERIFIED_COURSE,CRITICAL_GAPS,DERIVED
USR-015,Reyansh Demo,Statistical Officer: Reproducible Statistical Programming,Statistical Capability Lead: Reproducible Statistical Programming,AI/ML,1,3,2,2,HIGH,NO_VERIFIED_COURSE,CRITICAL_GAPS,DERIVED
USR-016,Aditi Demo,Statistical Officer: Reproducible Statistical Programming,Statistical Capability Lead: Reproducible Statistical Programming,Critical Thinking,3,4,1,1,MEDIUM,NO_VERIFIED_COURSE,DEVELOPMENT_REQUIRED,DERIVED
USR-016,Aditi Demo,Statistical Officer: Reproducible Statistical Programming,Statistical Capability Lead: Reproducible Statistical Programming,Communication,3,3,0,0,NO_GAP,NOT_NEEDED,DEVELOPMENT_REQUIRED,DERIVED
USR-016,Aditi Demo,Statistical Officer: Reproducible Statistical Programming,Statistical Capability Lead: Reproducible Statistical Programming,Statistical Analysis,3,4,1,1,MEDIUM,NO_VERIFIED_COURSE,DEVELOPMENT_REQUIRED,DERIVED
USR-016,Aditi Demo,Statistical Officer: Reproducible Statistical Programming,Statistical Capability Lead: Reproducible Statistical Programming,Statistical Computing,3,4,1,1,MEDIUM,NO_VERIFIED_COURSE,DEVELOPMENT_REQUIRED,DERIVED
USR-016,Aditi Demo,Statistical Officer: Reproducible Statistical Programming,Statistical Capability Lead: Reproducible Statistical Programming,Data Privacy and Disclosure Control,3,4,1,1,MEDIUM,NO_VERIFIED_COURSE,DEVELOPMENT_REQUIRED,DERIVED
USR-016,Aditi Demo,Statistical Officer: Reproducible Statistical Programming,Statistical Capability Lead: Reproducible Statistical Programming,Leadership,3,4,1,1,MEDIUM,NO_VERIFIED_COURSE,DEVELOPMENT_REQUIRED,DERIVED
USR-016,Aditi Demo,Statistical Officer: Reproducible Statistical Programming,Statistical Capability Lead: Reproducible Statistical Programming,Collaboration,3,4,1,1,MEDIUM,NO_VERIFIED_COURSE,DEVELOPMENT_REQUIRED,DERIVED
USR-016,Aditi Demo,Statistical Officer: Reproducible Statistical Programming,Statistical Capability Lead: Reproducible Statistical Programming,Strategic Thinking,3,4,1,1,MEDIUM,NO_VERIFIED_COURSE,DEVELOPMENT_REQUIRED,DERIVED
USR-016,Aditi Demo,Statistical Officer: Reproducible Statistical Programming,Statistical Capability Lead: Reproducible Statistical Programming,Python,3,4,1,1,MEDIUM,NO_VERIFIED_COURSE,DEVELOPMENT_REQUIRED,DERIVED
USR-016,Aditi Demo,Statistical Officer: Reproducible Statistical Programming,Statistical Capability Lead: Reproducible Statistical Programming,R,2,3,1,1,MEDIUM,NO_VERIFIED_COURSE,DEVELOPMENT_REQUIRED,DERIVED
USR-016,Aditi Demo,Statistical Officer: Reproducible Statistical Programming,Statistical Capability Lead: Reproducible Statistical Programming,SQL,4,4,0,0,NO_GAP,NOT_NEEDED,DEVELOPMENT_REQUIRED,DERIVED
USR-016,Aditi Demo,Statistical Officer: Reproducible Statistical Programming,Statistical Capability Lead: Reproducible Statistical Programming,Data Visualization,3,4,1,1,MEDIUM,NO_VERIFIED_COURSE,DEVELOPMENT_REQUIRED,DERIVED
USR-016,Aditi Demo,Statistical Officer: Reproducible Statistical Programming,Statistical Capability Lead: Reproducible Statistical Programming,AI/ML,2,3,1,1,MEDIUM,NO_VERIFIED_COURSE,DEVELOPMENT_REQUIRED,DERIVED
USR-017,Ishaan Demo,Statistical Officer: Reproducible Statistical Programming,Statistical Capability Lead: Reproducible Statistical Programming,Critical Thinking,3,4,1,1,MEDIUM,NO_VERIFIED_COURSE,CRITICAL_GAPS,DERIVED
USR-017,Ishaan Demo,Statistical Officer: Reproducible Statistical Programming,Statistical Capability Lead: Reproducible Statistical Programming,Communication,3,3,0,0,NO_GAP,NOT_NEEDED,CRITICAL_GAPS,DERIVED
USR-017,Ishaan Demo,Statistical Officer: Reproducible Statistical Programming,Statistical Capability Lead: Reproducible Statistical Programming,Statistical Analysis,3,4,1,1,MEDIUM,NO_VERIFIED_COURSE,CRITICAL_GAPS,DERIVED
USR-017,Ishaan Demo,Statistical Officer: Reproducible Statistical Programming,Statistical Capability Lead: Reproducible Statistical Programming,Statistical Computing,3,4,1,1,MEDIUM,NO_VERIFIED_COURSE,CRITICAL_GAPS,DERIVED
USR-017,Ishaan Demo,Statistical Officer: Reproducible Statistical Programming,Statistical Capability Lead: Reproducible Statistical Programming,Data Privacy and Disclosure Control,3,4,1,1,MEDIUM,NO_VERIFIED_COURSE,CRITICAL_GAPS,DERIVED
USR-017,Ishaan Demo,Statistical Officer: Reproducible Statistical Programming,Statistical Capability Lead: Reproducible Statistical Programming,Leadership,3,4,1,1,MEDIUM,NO_VERIFIED_COURSE,CRITICAL_GAPS,DERIVED
USR-017,Ishaan Demo,Statistical Officer: Reproducible Statistical Programming,Statistical Capability Lead: Reproducible Statistical Programming,Collaboration,3,4,1,1,MEDIUM,NO_VERIFIED_COURSE,CRITICAL_GAPS,DERIVED
USR-017,Ishaan Demo,Statistical Officer: Reproducible Statistical Programming,Statistical Capability Lead: Reproducible Statistical Programming,Strategic Thinking,3,4,1,1,MEDIUM,NO_VERIFIED_COURSE,CRITICAL_GAPS,DERIVED
USR-017,Ishaan Demo,Statistical Officer: Reproducible Statistical Programming,Statistical Capability Lead: Reproducible Statistical Programming,Python,3,4,1,1,MEDIUM,NO_VERIFIED_COURSE,CRITICAL_GAPS,DERIVED
USR-017,Ishaan Demo,Statistical Officer: Reproducible Statistical Programming,Statistical Capability Lead: Reproducible Statistical Programming,R,3,3,0,0,NO_GAP,NOT_NEEDED,CRITICAL_GAPS,DERIVED
USR-017,Ishaan Demo,Statistical Officer: Reproducible Statistical Programming,Statistical Capability Lead: Reproducible Statistical Programming,SQL,2,4,2,2,HIGH,NO_VERIFIED_COURSE,CRITICAL_GAPS,DERIVED
USR-017,Ishaan Demo,Statistical Officer: Reproducible Statistical Programming,Statistical Capability Lead: Reproducible Statistical Programming,Data Visualization,2,4,2,2,HIGH,NO_VERIFIED_COURSE,CRITICAL_GAPS,DERIVED
USR-017,Ishaan Demo,Statistical Officer: Reproducible Statistical Programming,Statistical Capability Lead: Reproducible Statistical Programming,AI/ML,3,3,0,0,NO_GAP,NOT_NEEDED,CRITICAL_GAPS,DERIVED
USR-018,Navya Demo,Statistical Officer: Survey Design and Metadata Standards,Statistical Capability Lead: Survey Design and Metadata Standards,Critical Thinking,3,4,1,1,MEDIUM,NO_VERIFIED_COURSE,CRITICAL_GAPS,DERIVED
USR-018,Navya Demo,Statistical Officer: Survey Design and Metadata Standards,Statistical Capability Lead: Survey Design and Metadata Standards,Survey Data Collection,3,3,0,0,NO_GAP,NOT_NEEDED,CRITICAL_GAPS,DERIVED
USR-018,Navya Demo,Statistical Officer: Survey Design and Metadata Standards,Statistical Capability Lead: Survey Design and Metadata Standards,Sampling Frames and UFS,2,3,1,1,MEDIUM,NO_VERIFIED_COURSE,CRITICAL_GAPS,DERIVED
USR-018,Navya Demo,Statistical Officer: Survey Design and Metadata Standards,Statistical Capability Lead: Survey Design and Metadata Standards,Statistical Analysis,3,4,1,1,MEDIUM,NO_VERIFIED_COURSE,CRITICAL_GAPS,DERIVED
USR-018,Navya Demo,Statistical Officer: Survey Design and Metadata Standards,Statistical Capability Lead: Survey Design and Metadata Standards,Statistical Computing,2,3,1,1,MEDIUM,NO_VERIFIED_COURSE,CRITICAL_GAPS,DERIVED
USR-018,Navya Demo,Statistical Officer: Survey Design and Metadata Standards,Statistical Capability Lead: Survey Design and Metadata Standards,Data Privacy and Disclosure Control,3,4,1,1,MEDIUM,NO_VERIFIED_COURSE,CRITICAL_GAPS,DERIVED
USR-018,Navya Demo,Statistical Officer: Survey Design and Metadata Standards,Statistical Capability Lead: Survey Design and Metadata Standards,Metadata and Dissemination,3,3,0,0,NO_GAP,NOT_NEEDED,CRITICAL_GAPS,DERIVED
USR-018,Navya Demo,Statistical Officer: Survey Design and Metadata Standards,Statistical Capability Lead: Survey Design and Metadata Standards,Leadership,3,4,1,1,MEDIUM,NO_VERIFIED_COURSE,CRITICAL_GAPS,DERIVED
USR-018,Navya Demo,Statistical Officer: Survey Design and Metadata Standards,Statistical Capability Lead: Survey Design and Metadata Standards,Collaboration,3,4,1,1,MEDIUM,NO_VERIFIED_COURSE,CRITICAL_GAPS,DERIVED
USR-018,Navya Demo,Statistical Officer: Survey Design and Metadata Standards,Statistical Capability Lead: Survey Design and Metadata Standards,Strategic Thinking,3,4,1,1,MEDIUM,NO_VERIFIED_COURSE,CRITICAL_GAPS,DERIVED
USR-018,Navya Demo,Statistical Officer: Survey Design and Metadata Standards,Statistical Capability Lead: Survey Design and Metadata Standards,Data Quality Frameworks,3,3,0,0,NO_GAP,NOT_NEEDED,CRITICAL_GAPS,DERIVED
USR-018,Navya Demo,Statistical Officer: Survey Design and Metadata Standards,Statistical Capability Lead: Survey Design and Metadata Standards,Survey Design,2,4,2,2,HIGH,NO_VERIFIED_COURSE,CRITICAL_GAPS,DERIVED
USR-018,Navya Demo,Statistical Officer: Survey Design and Metadata Standards,Statistical Capability Lead: Survey Design and Metadata Standards,Metadata Standards,2,4,2,2,HIGH,NO_VERIFIED_COURSE,CRITICAL_GAPS,DERIVED
USR-018,Navya Demo,Statistical Officer: Survey Design and Metadata Standards,Statistical Capability Lead: Survey Design and Metadata Standards,Sampling Methodology,3,4,1,1,MEDIUM,NO_VERIFIED_COURSE,CRITICAL_GAPS,DERIVED
USR-019,Atharv Demo,Statistical Officer: Cloud Statistical Data Platforms,Statistical Capability Lead: Cloud Statistical Data Platforms,Critical Thinking,3,4,1,1,MEDIUM,NO_VERIFIED_COURSE,CRITICAL_GAPS,DERIVED
USR-019,Atharv Demo,Statistical Officer: Cloud Statistical Data Platforms,Statistical Capability Lead: Cloud Statistical Data Platforms,Statistical Analysis,3,4,1,1,MEDIUM,NO_VERIFIED_COURSE,CRITICAL_GAPS,DERIVED
USR-019,Atharv Demo,Statistical Officer: Cloud Statistical Data Platforms,Statistical Capability Lead: Cloud Statistical Data Platforms,Statistical Data Management,2,3,1,1,MEDIUM,Responsible Data Management,CRITICAL_GAPS,DERIVED
USR-019,Atharv Demo,Statistical Officer: Cloud Statistical Data Platforms,Statistical Capability Lead: Cloud Statistical Data Platforms,Data Privacy and Disclosure Control,3,4,1,1,MEDIUM,NO_VERIFIED_COURSE,CRITICAL_GAPS,DERIVED
USR-019,Atharv Demo,Statistical Officer: Cloud Statistical Data Platforms,Statistical Capability Lead: Cloud Statistical Data Platforms,Leadership,3,4,1,1,MEDIUM,NO_VERIFIED_COURSE,CRITICAL_GAPS,DERIVED
USR-019,Atharv Demo,Statistical Officer: Cloud Statistical Data Platforms,Statistical Capability Lead: Cloud Statistical Data Platforms,Collaboration,3,4,1,1,MEDIUM,NO_VERIFIED_COURSE,CRITICAL_GAPS,DERIVED
USR-019,Atharv Demo,Statistical Officer: Cloud Statistical Data Platforms,Statistical Capability Lead: Cloud Statistical Data Platforms,Strategic Thinking,3,4,1,1,MEDIUM,NO_VERIFIED_COURSE,CRITICAL_GAPS,DERIVED
USR-019,Atharv Demo,Statistical Officer: Cloud Statistical Data Platforms,Statistical Capability Lead: Cloud Statistical Data Platforms,Metadata Standards,2,3,1,1,MEDIUM,NO_VERIFIED_COURSE,CRITICAL_GAPS,DERIVED
USR-019,Atharv Demo,Statistical Officer: Cloud Statistical Data Platforms,Statistical Capability Lead: Cloud Statistical Data Platforms,Python,2,3,1,1,MEDIUM,NO_VERIFIED_COURSE,CRITICAL_GAPS,DERIVED
USR-019,Atharv Demo,Statistical Officer: Cloud Statistical Data Platforms,Statistical Capability Lead: Cloud Statistical Data Platforms,SQL,2,3,1,1,MEDIUM,NO_VERIFIED_COURSE,CRITICAL_GAPS,DERIVED
USR-019,Atharv Demo,Statistical Officer: Cloud Statistical Data Platforms,Statistical Capability Lead: Cloud Statistical Data Platforms,Cloud Computing,2,4,2,2,HIGH,NO_VERIFIED_COURSE,CRITICAL_GAPS,DERIVED
USR-019,Atharv Demo,Statistical Officer: Cloud Statistical Data Platforms,Statistical Capability Lead: Cloud Statistical Data Platforms,APIs,2,4,2,2,HIGH,NO_VERIFIED_COURSE,CRITICAL_GAPS,DERIVED
USR-019,Atharv Demo,Statistical Officer: Cloud Statistical Data Platforms,Statistical Capability Lead: Cloud Statistical Data Platforms,Cybersecurity,2,3,1,1,MEDIUM,NO_VERIFIED_COURSE,CRITICAL_GAPS,DERIVED
USR-020,Anika Demo,Statistical Officer: Cybersecurity for Statistical Services,Statistical Capability Lead: Cybersecurity for Statistical Services,Critical Thinking,3,4,1,1,MEDIUM,NO_VERIFIED_COURSE,CRITICAL_GAPS,DERIVED
USR-020,Anika Demo,Statistical Officer: Cybersecurity for Statistical Services,Statistical Capability Lead: Cybersecurity for Statistical Services,Communication,3,3,0,0,NO_GAP,NOT_NEEDED,CRITICAL_GAPS,DERIVED
USR-020,Anika Demo,Statistical Officer: Cybersecurity for Statistical Services,Statistical Capability Lead: Cybersecurity for Statistical Services,Statistical Analysis,3,4,1,1,MEDIUM,NO_VERIFIED_COURSE,CRITICAL_GAPS,DERIVED
USR-020,Anika Demo,Statistical Officer: Cybersecurity for Statistical Services,Statistical Capability Lead: Cybersecurity for Statistical Services,Statistical Data Management,2,3,1,1,MEDIUM,Responsible Data Management,CRITICAL_GAPS,DERIVED
USR-020,Anika Demo,Statistical Officer: Cybersecurity for Statistical Services,Statistical Capability Lead: Cybersecurity for Statistical Services,Data Privacy and Disclosure Control,3,4,1,1,MEDIUM,NO_VERIFIED_COURSE,CRITICAL_GAPS,DERIVED
USR-020,Anika Demo,Statistical Officer: Cybersecurity for Statistical Services,Statistical Capability Lead: Cybersecurity for Statistical Services,Leadership,3,4,1,1,MEDIUM,NO_VERIFIED_COURSE,CRITICAL_GAPS,DERIVED
USR-020,Anika Demo,Statistical Officer: Cybersecurity for Statistical Services,Statistical Capability Lead: Cybersecurity for Statistical Services,Collaboration,3,4,1,1,MEDIUM,NO_VERIFIED_COURSE,CRITICAL_GAPS,DERIVED
USR-020,Anika Demo,Statistical Officer: Cybersecurity for Statistical Services,Statistical Capability Lead: Cybersecurity for Statistical Services,Strategic Thinking,3,4,1,1,MEDIUM,NO_VERIFIED_COURSE,CRITICAL_GAPS,DERIVED
USR-020,Anika Demo,Statistical Officer: Cybersecurity for Statistical Services,Statistical Capability Lead: Cybersecurity for Statistical Services,Cloud Computing,2,3,1,1,MEDIUM,NO_VERIFIED_COURSE,CRITICAL_GAPS,DERIVED
USR-020,Anika Demo,Statistical Officer: Cybersecurity for Statistical Services,Statistical Capability Lead: Cybersecurity for Statistical Services,APIs,2,3,1,1,MEDIUM,NO_VERIFIED_COURSE,CRITICAL_GAPS,DERIVED
USR-020,Anika Demo,Statistical Officer: Cybersecurity for Statistical Services,Statistical Capability Lead: Cybersecurity for Statistical Services,Cybersecurity,1,3,2,2,HIGH,NO_VERIFIED_COURSE,CRITICAL_GAPS,DERIVED
